timestamp,date_GMT,status,attendance,home_team_name,away_team_name,referee,Game Week,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,Home Team Pre-Match xG,Away Team Pre-Match xG,team_a_xg,team_b_xg,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,over_15_2HG_percentage_pre_match,over_05_2HG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1771117200,Feb 15 2026 - 1:00am,complete,N/A,Alianza Atlético,Alianza Lima,N/A,3,1.50,3.00,1.31,2.36,0,0,0,0,0,0,"","",1,5,4,0,2,0,0,4,0,2,9,12,4,2,5,10,15,9,42,58,1.24,1.27,1.03,1.23,2.00,50,50,50,0,0,25,50,25,100,7.50,4.00,3.75,3.10,1.91,1.41,2.48,4.70,9.00,1.91,1.70,N/A
1771178400,Feb 15 2026 - 6:00pm,complete,N/A,Sport Huancayo,FC Cajamarca,N/A,3,0.50,1.00,1.07,0.86,2,0,2,2,2,0,"8,39","",5,6,3,2,2,0,1,4,0,2,10,7,2,1,8,6,14,18,47,53,1.30,1.07,1.03,0.83,2.75,75,75,50,25,25,25,50,50,75,7.50,7.50,1.55,4.00,5.19,1.22,1.86,2.78,5.10,1.79,1.99,Estadio Huancayo
1771186500,Feb 15 2026 - 8:15pm,complete,N/A,Comerciantes Unidos,Los Chankas,N/A,3,1.50,2.00,1.43,2.14,1,1,2,2,1,1,"39","25",4,0,3,0,3,0,2,1,2,1,12,8,5,3,7,5,6,11,55,45,0.83,1.17,1.46,0.91,1.75,50,50,25,0,0,0,50,25,100,7.50,5.50,2.12,3.35,3.25,1.35,2.02,3.42,6.84,1.80,1.85,Estadio Juan Maldonado Gamarra
1771198200,Feb 15 2026 - 11:30pm,complete,N/A,Melgar,UCV Moquegua,N/A,3,3.00,0.00,1.50,1.21,4,0,4,2,2,0,"44,63,45'4,87","",3,5,1,0,3,0,1,0,2,1,14,7,5,1,9,6,11,10,73,27,1.21,0.78,1.56,0.68,2.75,50,75,50,25,25,25,50,50,100,9.00,6.50,1.18,6.00,17.00,1.18,1.62,2.60,4.47,2.48,1.52,N/A
1771635600,Feb 21 2026 - 1:00am,complete,N/A,Alianza Lima,Sport Boys,N/A,4,2.33,1.33,2.36,0.92,1,0,1,1,1,0,"31","",10,2,2,0,3,0,1,1,2,1,14,7,4,1,10,6,19,11,60,40,1.26,1.31,1.51,0.67,1.67,50,50,34,0,0,17,67,17,67,9.00,4.33,1.44,4.00,7.37,1.30,2.00,3.45,6.25,2.16,1.57,Estadio Alejandro Villanueva
1771696800,Feb 21 2026 - 6:00pm,complete,N/A,FC Cajamarca,Melgar,N/A,4,0.67,3.00,0.86,1.50,3,1,4,1,0,1,"90'1,77,87","42",5,7,2,0,1,0,1,1,0,1,14,8,6,3,8,5,11,13,57,43,0.99,1.33,1.51,0.92,3.17,50,100,50,33,17,33,67,67,84,10.00,7.67,3.10,2.85,2.21,1.33,2.00,4.00,6.50,1.85,1.85,N/A
1771707600,Feb 21 2026 - 9:00pm,complete,N/A,Sporting Cristal,Universitario,N/A,4,1.33,2.33,1.14,1.85,2,2,4,2,0,2,"90'2,69","30,9",8,6,4,0,2,0,2,2,2,0,27,8,7,4,20,4,13,14,66,34,1.94,1.48,2.64,0.96,2.33,67,100,33,0,0,0,33,84,100,13.00,6.00,2.80,3.65,2.30,1.33,1.98,3.40,6.50,1.80,1.91,Estadio Alberto Gallardo
1771718400,Feb 22 2026 - 12:00am,complete,N/A,Cienciano,Alianza Atlético,N/A,4,1.00,1.33,2.07,1.31,1,1,2,2,1,1,"7","25",3,5,2,0,0,0,1,1,0,0,12,12,3,3,9,9,7,12,58,42,1.53,1.17,1.24,1.19,2.34,34,50,34,17,17,17,50,34,84,7.00,4.00,1.35,4.55,7.00,1.24,1.72,2.70,4.80,2.10,1.65,Estadio Inca Garcilaso de la Vega
1771776000,Feb 22 2026 - 4:00pm,complete,N/A,ADT,UTC Cajamarca,N/A,4,1.00,3.00,1.21,1.14,2,2,4,1,1,0,"30,80","89,90'5",7,4,0,1,6,0,0,1,0,6,16,14,7,10,9,4,10,15,59,41,0.98,1.70,1.63,1.66,2.00,17,50,17,17,17,17,67,33,67,9.00,5.67,1.80,3.05,3.78,1.33,2.05,3.65,7.50,1.85,1.85,N/A
1771784100,Feb 22 2026 - 6:15pm,complete,N/A,Los Chankas,Sport Huancayo,N/A,4,1.67,1.33,2.14,1.07,3,2,5,2,1,1,"7,63,77","33,46",4,2,3,0,1,0,3,0,1,0,12,9,5,4,7,5,8,10,51,49,1.08,1.21,1.36,1.05,1.67,50,67,17,0,0,50,67,0,50,7.00,5.67,2.75,3.05,2.40,1.33,1.97,3.60,6.84,1.85,1.85,Estadio Los Chankas
1771792200,Feb 22 2026 - 8:30pm,complete,N/A,Atlético Grau,Juan Pablo II College,N/A,4,0.33,0.33,0.71,1.07,1,2,3,1,1,0,"32","53,90'4",7,5,1,1,2,0,0,2,0,2,12,12,4,6,8,6,13,5,54,46,1.01,1.24,1.29,1.41,3.00,34,67,34,34,34,17,67,34,84,6.67,4.67,1.65,3.40,5.84,1.42,2.18,4.23,7.82,2.05,1.62,N/A
1771803000,Feb 22 2026 - 11:30pm,complete,N/A,Real Garcilaso,Comerciantes Unidos,N/A,4,0.33,1.33,1.50,1.43,3,1,4,2,1,1,"21,58,90'7","6",2,3,3,0,4,0,1,2,2,2,20,9,5,6,15,3,12,10,64,36,1.37,1.04,1.66,1.03,1.67,50,50,17,0,0,17,34,33,84,9.00,4.00,1.34,4.60,7.50,1.22,1.78,2.82,5.00,2.21,1.62,Estadio Inca Garcilaso de la Vega
1771876800,Feb 23 2026 - 8:00pm,complete,N/A,UCV Moquegua,Deportivo Garcilaso,N/A,4,0.00,1.67,1.21,1.23,1,0,1,0,0,0,"57","",3,7,3,0,5,0,3,0,0,5,6,14,2,2,4,12,16,12,32,68,0.75,1.40,0.72,1.38,2.50,50,67,34,34,17,34,50,67,84,7.67,5.67,2.75,2.85,2.40,1.45,2.40,4.47,10.00,1.95,1.75,N/A
1772222400,Feb 27 2026 - 8:00pm,complete,N/A,Alianza Atlético,ADT,N/A,5,1.25,1.00,1.31,1.21,0,0,0,0,0,0,"","",0,3,3,0,1,0,1,2,1,0,10,11,2,4,8,7,20,13,55,45,1.18,1.14,1.14,1.09,1.50,25,38,13,13,0,13,50,25,50,7.50,5.25,2.25,3.08,3.20,1.44,2.40,4.80,8.54,2.05,1.67,N/A
1772232300,Feb 27 2026 - 10:45pm,complete,N/A,Melgar,Los Chankas,N/A,5,2.25,2.00,1.50,2.14,1,2,3,1,1,0,"37","84,90'2",5,10,1,1,1,1,1,1,0,2,13,21,2,6,11,15,5,2,37,63,1.22,1.15,1.12,1.93,2.88,63,88,50,38,13,38,75,50,88,9.00,5.25,1.33,4.80,8.80,1.25,1.75,2.90,5.00,2.10,1.70,N/A
1772241300,Feb 28 2026 - 1:15am,complete,N/A,Deportivo Garcilaso,Cienciano,N/A,5,1.25,1.00,1.23,2.07,2,3,5,1,0,1,"56,90'2","42,67,90'6",4,6,1,0,2,0,0,1,0,2,12,17,6,8,6,9,6,15,55,45,1.39,1.45,1.45,1.84,2.50,63,75,25,13,13,25,63,50,75,9.50,5.25,2.70,3.10,2.37,1.30,1.95,3.15,6.23,1.70,2.00,Estadio Inca Garcilaso de la Vega
1772294400,Feb 28 2026 - 4:00pm,complete,N/A,Sport Huancayo,Sporting Cristal,N/A,5,1.00,1.25,1.07,1.14,2,1,3,0,0,0,"54,77","82",8,2,6,0,1,0,3,3,1,0,24,8,9,4,15,4,11,13,46,54,1.17,2.12,2.51,0.89,2.63,63,88,50,25,13,50,63,50,75,10.75,5.75,1.67,3.50,4.20,1.25,1.89,2.97,5.54,1.75,2.05,Estadio Huancayo
1772302500,Feb 28 2026 - 6:15pm,complete,N/A,UTC Cajamarca,Alianza Lima,N/A,5,2.50,2.50,1.14,2.36,0,1,1,0,0,0,"","90'1",4,7,2,1,2,1,2,1,1,2,8,8,4,2,4,6,13,10,45,55,1.69,1.32,1.01,0.96,2.38,50,63,50,25,13,25,75,38,75,11.00,5.00,2.75,3.20,2.40,1.40,2.22,4.00,9.00,1.91,1.81,Estadio Héroes de San Ramón
1772323200,Mar 01 2026 - 12:00am,complete,N/A,Sport Boys,UCV Moquegua,N/A,5,1.00,0.75,0.92,1.21,0,0,0,0,0,0,"","",2,6,1,0,4,0,0,1,1,3,19,15,5,5,14,10,10,17,70,30,1.15,0.74,1.87,1.54,2.00,25,38,25,25,13,25,63,25,75,6.75,5.00,1.44,3.98,5.75,1.35,1.95,3.42,7.00,2.00,1.73,Estadio Miguel Grau del Callao
1772388000,Mar 01 2026 - 6:00pm,complete,N/A,Comerciantes Unidos,Atlético Grau,N/A,5,1.00,0.25,1.43,0.71,3,1,4,2,2,0,"79,18,33","69",4,8,5,0,3,0,1,4,3,0,19,15,6,6,13,9,7,15,44,56,1.04,1.08,1.84,1.68,2.00,50,63,38,13,0,25,63,38,75,7.50,5.25,1.99,3.20,4.30,1.42,2.48,4.55,9.30,2.10,1.62,Estadio Juan Maldonado Gamarra
1772397000,Mar 01 2026 - 8:30pm,complete,N/A,Juan Pablo II College,Real Garcilaso,N/A,5,1.00,1.00,1.07,1.50,2,1,3,2,1,1,"27,62","18",0,2,2,0,2,0,1,1,1,1,6,15,2,6,4,9,15,11,31,69,1.28,1.44,0.71,1.72,3.25,63,75,50,38,25,25,63,63,100,8.50,4.25,3.10,3.15,2.16,1.25,1.88,3.20,6.15,1.65,2.02,N/A
1772406000,Mar 01 2026 - 11:00pm,complete,N/A,Universitario,FC Cajamarca,N/A,5,2.00,1.25,1.85,0.86,1,0,1,0,0,0,"66","",5,2,0,0,0,0,0,0,0,0,14,7,1,3,13,4,5,9,62,38,1.35,1.12,1.24,0.75,3.13,75,100,50,38,13,25,63,88,88,10.75,6.75,1.13,6.10,9.20,1.18,1.50,2.50,3.90,2.25,1.60,Estadio Monumental
1772829000,Mar 06 2026 - 8:30pm,complete,N/A,Atlético Grau,FC Cajamarca,N/A,6,0.20,1.00,0.71,0.86,1,0,1,1,1,0,"36","",3,1,3,0,1,0,2,1,0,1,9,8,6,1,3,7,17,11,41,59,1.20,1.05,1.34,0.88,2.50,50,70,40,30,10,20,60,50,80,8.80,5.40,1.67,3.20,4.90,1.45,2.35,4.50,9.00,2.15,1.67,N/A
1772899200,Mar 07 2026 - 4:00pm,complete,N/A,UCV Moquegua,Sport Huancayo,N/A,6,0.80,1.40,1.21,1.07,2,1,3,1,0,1,"49,61","21",3,4,6,0,1,0,4,2,1,0,17,8,5,3,12,5,20,11,41,59,0.90,1.44,1.83,1.11,2.40,40,60,50,30,20,50,50,40,70,8.20,6.20,1.13,6.00,51.00,1.40,2.35,4.25,6.50,1.94,1.82,N/A
1772907300,Mar 07 2026 - 6:15pm,complete,N/A,Comerciantes Unidos,UTC Cajamarca,N/A,6,1.40,2.00,1.43,1.14,1,2,3,2,1,1,"27","16,83",5,7,1,1,3,0,2,0,1,2,8,15,1,6,7,9,10,12,35,65,1.20,1.55,0.71,1.51,2.70,60,70,50,40,10,40,70,50,90,8.40,6.60,4.85,3.05,3.30,1.35,2.25,4.20,8.50,1.87,1.81,Estadio Juan Maldonado Gamarra
1772915400,Mar 07 2026 - 8:30pm,complete,N/A,Sporting Cristal,Alianza Atlético,N/A,6,1.00,1.20,1.14,1.31,3,1,4,2,2,0,"19,37,90'6","82",2,3,2,0,4,2,0,2,1,5,16,18,9,7,7,11,6,15,67,33,1.87,1.17,1.85,1.81,1.80,50,60,30,10,0,20,30,40,70,8.40,4.80,1.21,3.80,5.60,1.35,2.05,3.71,6.84,2.00,1.71,Estadio Alberto Gallardo
1772928000,Mar 08 2026 - 12:00am,complete,N/A,Real Garcilaso,Deportivo Garcilaso,N/A,6,0.80,1.00,1.50,1.23,1,0,1,0,0,0,"84","",2,1,3,0,1,0,1,2,1,0,11,14,4,6,7,8,12,11,67,33,1.50,1.41,1.28,1.51,2.20,60,60,30,20,10,20,40,50,90,9.00,4.60,0.00,0.00,0.00,0.00,2.20,0.00,0.00,0.00,0.00,Estadio Inca Garcilaso de la Vega
1772993700,Mar 08 2026 - 6:15pm,complete,N/A,ADT,Juan Pablo II College,N/A,6,1.00,1.40,1.21,1.07,2,3,5,2,0,2,"54,64","12,45'2,85",12,2,2,0,2,0,0,2,0,2,25,9,9,5,16,4,6,10,72,28,1.13,1.17,2.66,1.12,2.90,50,70,50,30,20,20,80,50,70,7.40,5.60,1.45,4.10,5.75,1.25,1.93,2.88,5.75,1.93,1.74,N/A
1773001800,Mar 08 2026 - 8:30pm,complete,N/A,Los Chankas,Universitario,N/A,6,2.20,2.20,2.14,1.85,3,1,4,1,1,0,"5,71,90'7","65",0,9,2,1,2,0,0,3,2,0,9,13,6,4,3,9,11,12,38,62,1.31,1.33,1.18,1.49,2.50,70,80,40,20,10,30,60,60,90,10.40,5.00,3.99,3.00,2.04,1.38,2.25,3.98,8.50,1.92,1.82,Estadio Los Chankas
1773095400,Mar 09 2026 - 10:30pm,complete,N/A,Cienciano,Sport Boys,N/A,6,1.40,1.00,2.07,0.92,3,1,4,1,1,0,"16,85,88","52",3,4,2,0,2,0,2,0,1,1,13,8,6,3,7,5,10,6,59,41,1.53,1.30,1.43,0.84,2.40,50,60,30,20,20,20,80,30,60,8.00,3.80,1.33,4.60,6.50,1.19,1.68,2.65,4.70,1.74,2.03,Estadio Inca Garcilaso de la Vega
1773106200,Mar 10 2026 - 1:30am,complete,N/A,Alianza Lima,Melgar,N/A,6,2.60,1.80,2.36,1.50,3,1,4,2,1,1,"30,66,84","44",3,4,3,0,2,0,2,1,1,1,22,12,10,6,12,6,7,7,50,50,1.25,1.20,2.45,1.41,2.40,50,70,60,20,0,20,70,50,80,12.00,5.20,1.48,3.60,6.14,1.31,2.11,3.50,7.50,2.00,1.74,Estadio Alejandro Villanueva
1773432000,Mar 13 2026 - 8:00pm,complete,N/A,FC Cajamarca,Comerciantes Unidos,N/A,7,0.83,1.17,0.86,1.43,3,4,7,2,2,0,"32,19,85","54,70,74,79",3,6,2,1,4,0,1,2,2,2,11,14,5,7,6,7,11,10,47,53,1.02,1.12,1.23,1.65,2.75,67,75,50,33,9,42,75,50,75,7.33,6.33,1.92,3.45,4.00,1.35,2.05,3.75,5.80,1.83,1.85,N/A
1773511200,Mar 14 2026 - 6:00pm,complete,N/A,Sport Huancayo,ADT,N/A,7,1.17,0.83,1.07,1.21,0,1,1,0,0,0,"","69",5,3,0,1,3,1,1,0,2,2,5,8,1,5,4,3,6,10,53,47,1.38,1.38,0.64,0.97,2.42,50,67,50,25,17,34,67,50,59,10.00,5.66,1.83,3.39,4.73,1.29,1.95,3.30,5.54,1.82,1.75,Estadio Huancayo
1773519300,Mar 14 2026 - 8:15pm,complete,N/A,Juan Pablo II College,Los Chankas,N/A,7,1.67,2.33,1.07,2.14,2,3,5,2,0,2,"60,90'6","19,45'5,87",8,3,2,0,1,0,1,1,0,1,17,8,3,5,14,3,12,10,62,38,1.16,1.28,1.57,1.04,3.58,83,92,67,42,34,42,92,59,92,6.67,5.50,2.02,3.45,3.84,1.27,1.94,3.20,6.25,1.75,1.85,N/A
